pdb_id,method,resolution_a,comp_id,comp_name,formula,formula_weight,comp_type,smiles,heavy_atoms,auth_asym_ids,classification,tier,case_id,lig_chain,lig_resseq,n_ligand_atoms_modelled,n_altloc_atoms_skipped,min_dist_to_protein_a,link_record,is_covalent,receptor_atoms_kept,solvent_atoms_removed,ligand_atoms_removed,other_het_retained,receptor_pdbqt,ref_pdb,box_json,host_chain,ref_6vaj_pdb,ca_fit_rmsd_a,n_fit_residues,cross_dock_ready,ref_frac_atoms_in_prod_box,ref_centroid_dist_to_prod_centre_a,ref_in_prod_box,status,drop_reason
9KXJ,X-RAY DIFFRACTION,1.57,A1EVL,"(3S,11R)-tetracyclo[6.3.0.02,6.05,9]undecane-3,11-diol",C11 H16 O2,180.244,non-polymer,C1[C@@H]2[C@H]3C[C@@H]([C@@H]2[C@H]4[C@@H]1[C@@H]3C[C@H]4O)O,13,A,ligand,drug_like,9KXJ_A1EVL_A301,A,301,13,0,2.957,False,False,1188.0,179.0,13.0,24.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KXJ/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KXJ_A1EVL_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KXJ_A1EVL_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KXJ_A1EVL_A301_ref6vaj.pdb,0.348,111.0,True,0.0,20.28,False,case,
9KXK,X-RAY DIFFRACTION,1.96,A1EFQ,1-(1H-pyrazol-3-yl)ethanone,C5 H6 N2 O,110.114,non-polymer,CC(=O)c1cc[nH]n1,8,A,ligand,fragment,9KXK_A1EFQ_A301,A,301,8,0,2.87,False,False,1189.0,39.0,8.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KXK/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KXK_A1EFQ_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KXK_A1EFQ_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KXK_A1EFQ_A301_ref6vaj.pdb,0.331,111.0,True,0.0,19.32,False,case,
9KXL,X-RAY DIFFRACTION,1.7,A1EHQ,2-phenoxyethanamine,C8 H11 N O,137.179,non-polymer,c1ccc(cc1)OCCN,10,A,ligand,fragment,9KXL_A1EHQ_A301,A,301,10,0,2.977,False,False,1189.0,76.0,10.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KXL/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KXL_A1EHQ_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KXL_A1EHQ_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KXL_A1EHQ_A301_ref6vaj.pdb,0.349,111.0,True,0.0,27.7,False,case,
9KXM,X-RAY DIFFRACTION,1.64,A1ERZ,(1~{S})-1-(1~{H}-benzimidazol-2-yl)ethanol,C9 H10 N2 O,162.188,non-polymer,C[C@@H](c1[nH]c2ccccc2n1)O,12,A,ligand,drug_like,9KXM_A1ERZ_A301,A,301,12,0,3.009,False,False,1189.0,124.0,12.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KXM/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KXM_A1ERZ_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KXM_A1ERZ_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KXM_A1ERZ_A301_ref6vaj.pdb,0.354,111.0,True,0.0,29.63,False,case,
9KXN,X-RAY DIFFRACTION,1.67,A1EHR,"5-methyl-1,2-oxazole-3-carbohydrazide",C5 H7 N3 O2,141.128,non-polymer,Cc1cc(no1)C(=O)NN,10,A,ligand,fragment,9KXN_A1EHR_A301,A,301,10,0,2.909,False,False,1180.0,121.0,10.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KXN/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KXN_A1EHR_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KXN_A1EHR_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KXN_A1EHR_A301_ref6vaj.pdb,0.471,111.0,True,0.0,27.17,False,case,
9KXO,X-RAY DIFFRACTION,1.75,UUY,2-[methyl(pyridin-2-yl)amino]ethan-1-ol,C8 H12 N2 O,152.194,non-polymer,CN(CCO)c1ccccn1,11,A,ligand,drug_like,9KXO_UUY_A301,A,301,11,0,3.052,False,False,1175.0,146.0,22.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KXO/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KXO_UUY_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KXO_UUY_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KXO_UUY_A301_ref6vaj.pdb,0.378,111.0,True,1.0,7.98,True,case,
9KXP,X-RAY DIFFRACTION,1.81,A1EHB,"(2,4-dimethyl-1,3-thiazol-5-yl)methanol",C6 H9 N O S,143.207,non-polymer,Cc1c(sc(n1)C)CO,9,A,ligand,fragment,9KXP_A1EHB_A301,A,301,9,0,2.89,False,False,1189.0,99.0,9.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KXP/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KXP_A1EHB_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KXP_A1EHB_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KXP_A1EHB_A301_ref6vaj.pdb,0.385,111.0,True,1.0,8.53,True,case,
9KXQ,X-RAY DIFFRACTION,1.69,A1EHP,"(3,5-dimethyl-1,2-oxazol-4-yl)methanol",C6 H9 N O2,127.141,non-polymer,Cc1c(c(on1)C)CO,9,A,ligand,fragment,9KXQ_A1EHP_A301,A,301,9,0,2.952,False,False,1189.0,107.0,9.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9KXQ/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9KXQ_A1EHP_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9KXQ_A1EHP_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9KXQ_A1EHP_A301_ref6vaj.pdb,0.372,111.0,True,0.0,20.24,False,case,
9V6G,X-RAY DIFFRACTION,2.0,A1ERC,"~{N}-(1-benzothiophen-2-ylmethyl)-~{N}-[(3~{R})-1,1-bis(oxidanylidene)thiolan-3-yl]-2-chloranyl-ethanamide",C15 H16 Cl N O3 S2,357.875,non-polymer,c1ccc2c(c1)cc(s2)CN([C@@H]3CCS(=O)(=O)C3)C(=O)CCl,22,"A,B",ligand,drug_like,9V6G_A1ERC_A200,A,200,21,0,1.812,False,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.81A_leaving_group_absent_21_of_22
9V6G,X-RAY DIFFRACTION,2.0,A1ERA,"3-[bis(oxidanyl)methyl]pentane-1,1,3,5,5-pentol",C6 H14 O7,198.171,non-polymer,C(C(O)O)C(CC(O)O)(C(O)O)O,13,"A,B",ligand,drug_like,9V6G_A1ERA_A201,A,201,13,0,2.407,False,False,1776.0,248.0,68.0,0.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9V6G/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9V6G_A1ERA_A201_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9V6G_A1ERA_A201.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9V6G_A1ERA_A201_ref6vaj.pdb,0.448,113.0,True,1.0,5.96,True,case,
9V6I,X-RAY DIFFRACTION,2.46,A1ERA,"3-[bis(oxidanyl)methyl]pentane-1,1,3,5,5-pentol",C6 H14 O7,198.171,non-polymer,C(C(O)O)C(CC(O)O)(C(O)O)O,13,A,ligand,drug_like,9V6I_A1ERA_A202,A,202,13,0,2.651,False,False,1776.0,54.0,61.0,0.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9V6I/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9V6I_A1ERA_A202_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9V6I_A1ERA_A202.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9V6I_A1ERA_A202_ref6vaj.pdb,0.395,113.0,True,1.0,5.81,True,case,
9V6I,X-RAY DIFFRACTION,2.46,A1ERB,"~{N}-[(3~{R})-1,1-bis(oxidanylidene)thiolan-3-yl]-2-chloranyl-~{N}-[(3-phenylphenyl)methyl]ethanamide",C19 H20 Cl N O3 S,377.885,non-polymer,c1ccc(cc1)c2cccc(c2)CN([C@@H]3CCS(=O)(=O)C3)C(=O)CCl,25,"A,B",ligand,drug_like,9V6I_A1ERB_A201,A,201,24,0,1.766,False,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.77A_leaving_group_absent_24_of_25
9V6P,X-RAY DIFFRACTION,1.99,A1ERF,"~{N}-[(3~{R})-1,1-bis(oxidanylidene)thiolan-3-yl]-2-chloranyl-~{N}-[(6-chloranyl-1~{H}-indol-3-yl)methyl]ethanamide",C15 H16 Cl2 N2 O3 S,375.27,non-polymer,c1cc2c(cc1Cl)[nH]cc2CN([C@@H]3CCS(=O)(=O)C3)C(=O)CCl,23,"A,B",ligand,drug_like,9V6P_A1ERF_A201,A,201,22,0,1.867,False,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.87A_leaving_group_absent_22_of_23
9V6P,X-RAY DIFFRACTION,1.99,A1ERA,"3-[bis(oxidanyl)methyl]pentane-1,1,3,5,5-pentol",C6 H14 O7,198.171,non-polymer,C(C(O)O)C(CC(O)O)(C(O)O)O,13,"A,B",ligand,drug_like,9V6P_A1ERA_A202,A,202,13,0,2.625,False,False,1776.0,212.0,70.0,0.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9V6P/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9V6P_A1ERA_A202_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9V6P_A1ERA_A202.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9V6P_A1ERA_A202_ref6vaj.pdb,0.446,113.0,True,1.0,6.12,True,case,
9V6W,X-RAY DIFFRACTION,2.1,A1ERK,"~{N}-[(3~{R})-1,1-bis(oxidanylidene)thiolan-3-yl]-2-chloranyl-~{N}-[(5-phenoxythiophen-2-yl)methyl]ethanamide",C17 H18 Cl N O4 S2,399.912,non-polymer,c1ccc(cc1)Oc2ccc(s2)CN([C@@H]3CCS(=O)(=O)C3)C(=O)CCl,25,"A,B",ligand,drug_like,9V6W_A1ERK_A200,A,200,24,0,1.787,False,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.79A_leaving_group_absent_24_of_25
9V6W,X-RAY DIFFRACTION,2.1,A1ERA,"3-[bis(oxidanyl)methyl]pentane-1,1,3,5,5-pentol",C6 H14 O7,198.171,non-polymer,C(C(O)O)C(CC(O)O)(C(O)O)O,13,A,ligand,drug_like,9V6W_A1ERA_A201,A,201,13,0,2.714,False,False,1776.0,163.0,61.0,0.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9V6W/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9V6W_A1ERA_A201_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9V6W_A1ERA_A201.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9V6W_A1ERA_A201_ref6vaj.pdb,0.441,113.0,True,1.0,5.46,True,case,
9V92,X-RAY DIFFRACTION,1.97,QCF,3-(dimethylamino)-1-(thiophen-2-yl)propan-1-one,C9 H13 N O S,183.271,non-polymer,CN(C)CCC(=O)c1cccs1,12,A,ligand,drug_like,9V92_QCF_A301,A,301,9,0,1.767,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.77A_leaving_group_absent_9_of_12_link_record
